actorid,name,date_of_birth,birth_city,birth_country,height_inches,biography,gender,ethnicity,networth
80,Michael Douglas,1944-09-25,New Brunswick,USA,61,"An actor with over forty years of experience in theatre, film, and television, Michael Douglas branched out into independent feature production in 1975 with the Academy Award-winning One Flew Over the Cuckoo's Nest (1975). Since then, as a producer and as an actor-producer, he has shown an uncanny knack for choosing projects that reflect changing ...",Male,White,350000000
1710,Michael Ensign,1944-02-13,Safford,USA,73,"Born in Arizona, he is of British/American descent;living extensively in both the USA and the UK. He trained as an actor at The London Academy of Music and Dramatic Art. He spent the first eleven years of his professional career in the theatre in Britain. He was a member of the Royal Shakespeare Company from 1972 to 1975. He played the leading man...",Male,,
2255,Michael Gambon,1940-10-19,Cabra,Ireland,72,"Sir Michael Gambon was born in Cabra, Dublin, Ireland, to Mary (Hoare), a seamstress, and Edward Gambon, an engineer. After joining the National Theatre, under the Artistic Directorship of Sir Laurence Olivier, Gambon went on to appear in a number of leading roles in plays written by Alan Ayckbourn. His career was catapulted in 1980 when he took ...",,,20000000
112,Michael Gough,1916-11-23,Kuala Lumpur,British Malaya,61,"Tony Award-winning English actor Michael Gough, best known for playing the butler Alfred Pennyworth in the first four Batman (1989, 1992, 1995 1997) movies and for playing the arch-criminal Dr. Clement Armstrong in The Avengers (1961) episode ""The Cybernauts"", was an accomplished performer on both stage and screen. He was nominated twice for ...",Male,White,
2339,Michael Hitchcock,1958-07-28,Defiance,USA,,"Michael Hitchcock was born in Defiance, Ohio and later raised in Western Springs, Illinois, a suburb of Chicago. He attributes many of his offbeat characters on his midwestern upbringing. Hitchcock received his Bachelor of Science degree from Northwestern University's School of Speech and a Master of Fine Arts degree from U.C.L.A.'s film school. ...",Male,,
1789,Michael Imperioli,1966-03-26,Mount Vernon,USA,68,"Imperioli was born James Michael Imperioli in Mt. Vernon, New York on March 26, 1966. His film work began in the late 1980s. An early part that brought him recognition was in Martin Scorsese's Goodfellas (1990), as Spider, a local kid who works for the gangsters and has a run-in with a psychopathic mob soldier played by Joe Pesci. He worked ...",,,20000000
1859,Michael Irby,1972-11-16,Palm Springs,USA,69,"Michael Irby is an American actor and producer. He was born November 16, 1972 in Palm Springs, California USA. He is most known for his portrayal of Charles Grey on The Unit (2006-2009). Other credits include HBO's Barry (2108), Seal Team (2017) True Detective (2015), Almost Human (2014), Law Abiding Citizen (2009), Flightplan (2005), and Fast ...",,,2000000
293,Michael Ironside,1950-02-12,Toronto,Canada,61,"Michael Ironside has made a strong and indelible impression with his often incredibly intense and explosive portrayals of fearsome villains throughout the years. He was born as Frederick Reginald Ironside on February 12, 1950 in Toronto, Ontario, Canada. Ironside was a successful arm wrestler in his teenage years. His initial ambition was to be a ...",Male,,8000000
1891,Michael Irvin,1966-03-05,Ft. Lauderdale,USA,74,"Michael Irvin was born on March 5, 1966 in Ft. Lauderdale, Florida, USA as Michael Jerome Irvin. He is an actor, known for Jack and Jill (2011), The Longest Yard (2005) and Criminal Minds (2005). He has been married to Sandy Harrell since June 23, 1990. They have four children.",,,
131,Michael J. Fox,1961-06-09,Edmonton,Canada,64,"Michael J. Fox was born Michael Andrew Fox on June 9, 1961 in Edmonton, Alberta, Canada, to Phyllis Fox (n�e Piper), a payroll clerk, and William Fox. His parents moved their 10-year-old son, his three sisters, Kelli Fox, Karen, and Jacki, and his brother Steven, to Vancouver, British Columbia, after his father, a sergeant in the Canadian Army ...",Male,White,65000000
643,Michael Jeter,1952-08-26,Lawrenceburg,USA,64,"Michael Jeter was born on August 26, 1952 in Lawrenceburg, Tennessee, USA. He was an actor, known for Open Range (2003), The Green Mile (1999) and Jurassic Park III (2001). He was married to Sean Blue. He died on March 30, 2003 in Los Angeles, California, USA.",Male,White,2000000
986,Michael Jordan,1987-02-09,Santa Ana,USA,72,"Michael B. Jordan, the middle of three children, was born in Santa Ana, California and raised in Newark, New Jersey. He is the son of Donna (Davis), a high school counselor, and Michael A. Jordan. His middle name, Bakari, means ""noble promise"" in Swahili. (He is not related to, or named after, basketball legend Michael Jordan.) Jordan has starred ...",Male,African American,
106,Michael Keaton,1951-09-05,Coraopolis,USA,69,"Quirky, inventive and handsome American actor Michael Keaton first achieved major fame with his door-busting performance as fast-talking ideas man Bill Blazejowski, alongside a nerdish morgue attendant (Henry Winkler), in Night Shift (1982). He played further comedic roles in Mr. Mom (1983), Johnny Dangerously (1984), and Beetlejuice (1988), ...",Male,White,40000000
1223,Michael Lerner,1941-06-22,Brooklyn,USA,67,"Michael Lerner was born on June 22, 1941 in Brooklyn, New York, USA. He is an actor, known for Barton Fink (1991), Godzilla (1998) and Elf (2003).",,,3000000
580,Michael Madsen,1957-09-25,Chicago,USA,74,"Michael Madsen's long career spans nearly 40 years and more than 170 films in which he has played memorable characters in myriad box office hits, including: Kill Bill: Vol. 1 (2003), Kill Bill: Vol. 2 (2004) Sin City (2005), Hell Ride (2008), Die Another Day (2002), Donnie Brasco (1997), Species (1995), The Getaway (1994), Thelma Louise (...",Male,,6000000
407,Michael McShane,1955-06-25,Boston,USA,72,"Michael McShane was born on June 25, 1955 in Boston, Massachusetts, USA. He is known for his work on Office Space (1999), Robin Hood: Prince of Thieves (1991) and Drop Dead Gorgeous (1999).",Male,,
861,Michael Milhoan,1957-12-19,Saint Petersburg,USA,75,"Michael was born and raised in St. Petersburg, Florida. He spent most of his youth studying jazz music and attended North Texas State University on a scholarship. He played lead trumpet with Stan Kenton's 1979 Tour and appeared with Woody Herman and his Thundering Heard. After a car accident left him unable to play, Michael re-directed his ...",,,
562,Michael Murphy,1938-05-05,Los Angeles,USA,73,"Michael Murphy was born in Los Angeles, California, to Georgia Arlyn (n�e Money), a teacher, and Bearl Branton Murphy, a salesman. After a hitch in the Marine Corps, Murphy attended the University of Arizona, Tucson, and then went to U.C.L.A. for his California teaching credential. From 1962 to 1964, he taught high school English and drama in Los ...",Male,White,
2377,Michael Nyqvist,1960-11-08,Stockholm,Sweden,61,"Born Rolf �ke Mikael Nyqvist in Stockholm, Sweden, it wasn't until he was over a year old when he was finally adopted from the orphanage he had been given to. His father was a lawyer and his mother a writer. It wasn't until he had his first child that he decided to seek out his biological parents. After a long journey, he met his biological mother...",Male,,15000000
1380,Michael O'Neill,,,,74,"Michael O'Neill is an actor, known for Dallas Buyers Club (2013), Transformers (2007) and Seabiscuit (2003).",,,
2475,Michael Pena,1976-01-13,Chicago,USA,,,Male,,12000000
1078,Michael Potts,1962-09-21,,,70,"Michael Potts is an actor and assistant director, known for Show Me a Hero (2015), True Detective (2014) and Damages (2007).",Male,,
1877,Michael Rapaport,1970-03-20,New York City,USA,74,"A true New Yorker through and through, Michael Rapaport was born in Manhattan, to June Brody, a radio personality, and David Rapaport, a radio program manager. He is of Polish Jewish and Russian Jewish descent. Rapaport moved to Los Angeles to try stand-up comedy following high school graduation (which came after a series of expulsions), but he ...",,,8000000
798,Michael Rispoli,1960-11-27,Tappan,USA,,"Michael Rispoli was born on November 27, 1960 in Tappan, New York, USA as Michael Vincent Rispoli. He is an actor and writer, known for The Rum Diary (2011), Kick-Ass (2010) and While You Were Sleeping (1995). He is married to Madeline L Crawford. They have three children.",,,2000000
1612,Michael Roof,1976-11-24,Tampa,USA,,"Michael Roof was born on November 24, 1976 in Tampa, Florida, USA as Michael Roof Jr. He was an actor, known for xXx: State of the Union (2005), xXx (2002) and Black Hawk Down (2001). He died on June 9, 2009 in Snellville, Georgia, USA.",,,
286,Michael Rooker,1955-04-06,Jasper,USA,69,"Michael Rooker was born on April 6, 1955 in Jasper, Alabama. When he was thirteen, his parents divorced and he went with his mother to live in Chicago. He caught the acting bug while attending college, and began appearing in local stage productions. On first breaking into film, his intensity and ""don't-mess-with-me"" good looks were highlighted to ...",Male,,4000000
1665,Michael Rosenbaum,1972-07-11,Oceanside,USA,72,"Michael Rosenbaum was born on July 11, 1972 in Oceanside, New York, USA as Michael Owen Rosenbaum. He is an actor and producer, known for Guardians of the Galaxy Vol. 2 (2017), Smallville (2001) and Sweet November (2001).",,,2000000
1376,Michael Saucedo,1970-07-11,Los Angeles,USA,69,"Michael Saucedo was born on July 11, 1970 in Los Angeles, California, USA. He is an actor, known for Traffic (2000), General Hospital (1963) and A Man Called Sloane (1979). He has been married to Rebecca Herbst since June 1, 2001. They have three children.",,,
1496,Michael Shannon,1974-08-07,Lexington,USA,75,"Michael Corbett Shannon was born and raised in Lexington, Kentucky, the son of Geraldine Hine, a lawyer, and Donald Sutherlin Shannon, an accounting professor at DePaul University. His grandfather was entomologist Raymond Corbett Shannon. Shannon began his professional stage career in Chicago. His first acting role was in ""Winterset"" at the ...",,,8000000
2318,Michael Sheen,1969-02-05,Newport,UK,61,"Even though he had burned up the London stage for nearly a decade--and appeared in several films--Michael Sheen was not really ""discovered"" by American audiences until his critically-acclaimed turn as Wolfgang Amadeus Mozart in the 1999 Broadway revival of ""Amadeus"". Sheen was born in Newport, Wales, the only son of Irene (Thomas) and Meyrick Sheen...",Male,,16000000
1308,Michael Straka,1969-10-10,Newark,USA,67,"Michael Straka was born in Newark, New Jersey. His mother is from Chile and his father is Hungarian from Newark, New Jersey. He began acting as a college student at Rutgers University and moved to New York City to study The Method with Bobby Lewis (""Advice To The Players"") and Tony Greco of The Actor's Studio (also in Los Angeles), Meisner ...",,,
2451,Michael Stuhlbarg,1968-07-05,Long Beach,USA,68,"Michael Stewart Stuhlbarg was born in Long Beach, California. He attended UCLA, and then The Juilliard School in New York City, where he graduated with a Bachelor of Fine Arts. His other studies included time at the Vilnius Conservatory in Lithuania, the British American Drama Academy at Baliol and Keble Colleges at Oxford, and the National Youth ...",Male,,
2122,Michael Welch,1987-07-25,Los Angeles,USA,61,"Michael Welch is a veteran actor of 20 years with nearly 100 film and television credits to his name. He has received tremendous praise throughout his career by fans, critics, and industry insiders alike for the depth and diversity of his work. Michael continues to build his career, as he always has a new project on the horizon. Welch is best known...",,,3000000
